titulo	direccion	precio	Baños	Piso de duela	Armarios empotrados	Roof Garden	Totalmente cercado	Estacionamientos	Estacionamiento techado	Construidos (m²)	Nivel	Mantenimiento	Habitaciones (en total)	Superficie construida (m²)	Amueblado	Recámaras	Jardín	Internet de banda ancha disponible	Estacionamiento vigilado	Calefacción	Disponible desde	Balcón	Acceso a TV de paga	Patio	Garaje	Jacuzzi	Estudio	Piso de loseta	Sistema de alarma	Cancha de tenis	Cocina Equipada	Cuarto de servicio	Gimnasio	Estacionamiento abierto	Área de juegos infantiles	Construido (Año)	Aire acondicionado	Condiciones de Precio	Terraza	Área de entretenimiento al aire libre	Estacionamiento para Visitas	Intercomunicador	Chimenea	Terreno (m²)	Alberca
CASA VENTA EN BUENOS AIRES EN MONTERREY ESQUINA CON REVOLUCION Y CHAPULTEPEC	Buenos Aires, Monterrey	$ 3,050,000	2					1		190					No	3																												218	
Venta hermosa Residencia en Cumbres 5º Sector D	Cumbres, Monterrey	$ 6,900,000	4		True			2	True	330					Sí	3	True	True		True							True				True	True					True							190	
Casa para remodelar en venta Contry la Silla	Country La Silla Sect 1, Guadalupe	$ 10,500,000	3					2		437						3																				1996								590	
Casa en condominio en venta en Jardínes de la Silla, Monterrey	Monterrey Centro, Monterrey	$ 890,000	1					2		82						2																				2007									
CASA VENTA SUR LA RIOJA CARRETERA NACIONAL	Residencial el Encanto II, Monterrey	$ 4,900,000	3					2		204						3																												173	
Casa en Venta Jardines de Andalucia, Guadalupe NL	Jardines de Andalucía, Guadalupe	$ 2,500,000	2.5					1		177					No	3					07/04/23																							108	
Venta de casa en ESQUINA  Col Valles de Guadalupe en Guadalupe	Valles de Guadalupe, Guadalupe	$ 1,450,000	2					4		148					No	3																												140	
Casa en Pre-Venta en Altares	Huajuquito, Santiago	$ 6,290,000	3					2		260						3																												211	
Casa en Venta Zona Valle	Lomas Del Valle, San Pedro Garza García	$ 19,500,000	4					2		434						4																				1989								506	
Casa en venta en Real del Valle 1 Sector	Real Del Valle, Santa Catarina	$ 4,600,000	2					2		215						3																				2002								323	
Casa en venta en Casa Bella 1er Sector	Residencial Casa Bella, San Nicolás de los Garza	$ 3,499,000	4					2		160						3																				1997								145	
Casa en Venta en Las Cruces, Apodaca, N.L. - 7966	Las Cruces Club de Golf, Apodaca	$ 3,495,000	2					2		221						3																												160	
Oportunidad Baja de precio Casa en Venta Col. Leones de 1 Planta.	Leones, Monterrey	$ 9,000,000	3.5		True		True	2	True	365					No	3				True	01/08/22		True		True		True		True		True		True				True		True					470	
Casa en venta en Lomas de Santa Mónica en Juárez	Lomas de Santa Mónica I, Juárez	$ 800,000	1					2		112						2																				2004								90	
CASA EN VENTA EN CUMBRES	Península, García	$ 5,727,000	5					2	True	307					No	3					15/12/20							True							True				True	True				153	True
San Angel (sector mexicano)	Valle de San Angel Sect Mexicano, San Pedro Garza García	$ 15,200,000																																		1980								861	
Casa en Venta Col. Paseo de Cumbres, Mty. N.L. (4 recamaras)	Paseo de Cumbres, Monterrey	$ 3,530,000	3		True			2	True	206					No	4				True	04/04/23							True									True		True					120	
PROYECTO, EN PRIVADA, COLINAS DE LA SIERRA MADRE, SAN PEDRO GARZA GARCIA, N.L.	Colinas de La Sierra Madre, San Pedro Garza García	$ 55,000,000	3					3		752						3																												600	
Hermosa quinta campestre en Sector privado de Salinas Victoria,	Los Villarreales, Salinas Victoria	$ 2,000,000	2					6		100					No						11/12/22																							1000	
Casa Habitación ubicada en la colonia Croc, Monterrey, N.L.	CROC, Monterrey	$ 1,500,000	2							338					No	2					10/03/23																							250	
Casa en venta en Las Puetes 9o Sector	Las Puentes Sect 9, San Nicolás de los Garza	$ 4,900,000	3					2		324						5																				1980								180	
Bonita casa en Venta zona Sur, Colonia Lagos del Bosque	Lagos Del Bosque, Monterrey	$ 5,800,000	4					2		217					No	3																												192	
VENTA DE CASA EN CONTRY SUR,CARRETERA NACIONAL,MONTERREY NL	Contry, Monterrey	$ 7,800,000	3.5					2		354					No	3		True			29/11/22		True																					172	
HERMOSA QUINTA EN ALLENDE, NUEVO LEON	San Antonio, Allende	$ 8,100,000	3		True		True	4		300					Sí	3	True			True	15/01/22							True			True	True			True		True			True				1727	True
CASA ,DOMINIO CUMBRES SANTORAL 2	García	$ 4,800,000	3.5				True	2	True	225					No	4					15/10/22			True				True											True					152	
VILLA EN VENTA ARBOLEDA SAN PEDRO	Valle Del Campestre, San Pedro Garza García	$ 29,700,000	4		True			3		319					No	4				True	26/04/23										True	True	True		True		True		True	True				146	
Casa en  Venta, Nueva, Estricta Seguridad, Zona Sur ,Monterrey Nuevo León	Sierra Alta 1a Etapa, Monterrey	$ 11,200,000	4.5	True			True	4	True	322					No	3	True	True	True	True	01/04/23	True	True	True	True		True	True	True	True		True	True	True	True		True		True	True	True	True		400	True
Casa en Venta Zona Cumbres, Nuevo Leon	Cumbres Elite Premier, García	$ 3,725,000	4					2		210					No	3					06/02/23															2								136	
Propiedad en Venta Rincón de la Sierra Guadalupe	Rincón de La Sierra, Guadalupe	$ 3,300,000	2					2		231					No	2																												600	
Casa en venta en Loma bonita, area valle alto, carretera nacional (obra gris)	Valle Alto, Monterrey	$ 11,000,000	6	True				3		1020					No	4	True			True	15/01/22	True		True		True	True			True	True	True	True				True		True					431	
CASA EN VENTA EN SIERRA ALTA EN 2DO SECTOR EN MONTERREY NUEVO LEON	Sierra Alta 2a Etapa, Monterrey	$ 20,800,000	6		True		True	4	True	736					No	4	True	True	True	True	20/03/23		True	True			True				True	True		True			True							885.44	True
CASA EN VENTA CUMBRES 3 PLANTAS A ESTRENAR PONIENTE	Porto Cumbres, García	$ 3,725,000	6					2	True	230.86					No	3					19/01/22			True				True				True			True					True				136	True
Casa en venta en Dos Ríos Sector ÌII	Riberas de Dos Ríos, Guadalupe	$ 1,200,000	2					1		100						4																				1995								94	
Casa en venta en Residencial Fontanares	Churubusco, Monterrey	$ 3,850,000	2					2		235						3																				2011								128	
Casa en venta en Las Margaritas	Hacienda las Margaritas I, Apodaca	$ 1,100,000	1							85						2																				2007								90	
CASA EN VENTA EN CUMBRES DEL SOL MONTERREY PONIENTE	Cumbres del Sol, Monterrey	$ 2,890,000	3		True		True	2	True	142					No	3					25/04/23	True	True	True							True				True					True	True			129.2	
CASA EN VENA EN CONTRY SILLA SECTOR LA COSTA	Country La Costa, Guadalupe	$ 7,700,000	4.5		True			2	True	450						3	True			True	22/06/22	True	True	True		True		True			True	True	True				True		True					300	
Casa en venta en México 86	México 86, Guadalupe	$ 1,880,000	1					2		119						2																				1991								105	
Casa para estrenar  en Venta Cumbres 3er Sector Av. Descubridores	Cumbres, Monterrey	$ 6,800,000	3					2		323					No	3					12/08/22																							244	
Casa en venta Contry las AguilasMAGNIFICA PLUSVALIA	Las Águilas, Guadalupe	$ 10,500,000	4		True			4	True	500					No	4				True	23/10/22	True		True			True	True			True	True					True		True					490	
Proyecto de Casa en Venta en el Vergel, Carr. Nacional, Monterrey, N.L.	Privada Residencial El Vergel, Monterrey	$ 12,888,000	4.5				True	3	True	377						3	True	True	True	True		True	True	True			True	True	True		True	True			True		True		True	True	True			352	
Quinta en Venta en Atongo de Abajo, Allende, N.L. - 7973	Atongo de Allende, Allende	$ 8,000,000	3							150						4																				2021								6166	
Casa en venta en Col Centro, Cadereyta Jiménez, NL	Cadereyta Jimenez Centro, Cadereyta Jiménez	$ 7,800,000	1					8		399						5																												690.3	
CASA VENTA EN ALTAVISTA MONTERREY GARZA SADA CONTRY	Altavista, Monterrey	$ 15,000,000	3.5		True			5	True	480					No	3	True				13/12/22		True	True	True		True	True				True		True							True			808	
Quinta cuenta con alberca y cancha de básquet	Cadereyta Jiménez	$ 1,000,000	1				True	6		60					No		True																	True							True			2594	True
Casa en venta en Ciudad Mitras, Monterrey	Parque Industrial Regiomontano, Monterrey	$ 1,000,000	2					2		100						2																				2020									
Casa en Venta Lagos del Bosque para remodelar	Lagos Del Bosque, Monterrey	$ 6,000,000	1					2		160						3																												276	
Venta Casa Colonia Vista Hermosa Monterrey Nueva Excelente Ubicacion	Vista Hermosa, Monterrey	$ 8,500,000	5					2	True	300					No	4	True				16/01/23			True			True	True				True					True							180	
Venta de Casa en Monterrey Avenida Leones a 20 min Centro Mty Cumbres Elite Sec7	Cumbres Elite, Monterrey	$ 4,885,000	4.5	True	True		True	2	True	300					No	3				True		True		True			True	True			True	True					True							172	
CASA EN VENTA, LOMAS DEL VALLE, SEMINUEVA, SAN PEDRO GARZA GARCIA, N.L.	Lomas Del Valle, San Pedro Garza García	$ 19,750,000	3					2		420						3																				2018								300	
Casa - Puerta de Hierro Cumbres	Puerta de Hierro Cumbres, Monterrey	$ 5,390,000	3							280						4																												259	
Casa en venta en Aires del Vergel en Carretera Nacional en Monterrey	Monterrey Centro, Monterrey	$ 7,989,000	3					3		360						3																												264	
Casa en venta en Col. La Reforma Fomerrey 1	Reforma, Monterrey	$ 670,000	2							208						3																				1992								105	
Casa en venta en Los Ébanos	Los Ébanos Norte, Apodaca	$ 950,000	1					2		65						2																				1995								90	
Casa en Venta en Valle del Huajuco en Monterrey	Valle Del Huajuco, Monterrey	$ 2,650,000	2							136						3																												136	
Casa en Venta Cumbres, Monterrey, N.L.	Cumbres Elite, Monterrey	$ 5,200,000	3.5				True	2		254.92					No	3			True		26/12/22		True	True				True				True			True				True	True				154.49	
Casa - Apodaca	Apodaca Centro, Apodaca	$ 2,400,000	2							148						3																												112	
CASA VENTA BOSQUES DE CUMBRES $6'200,000	Bosques de las Cumbres, Monterrey	$ 6,200,000	2.5		True		True	2		355					No	3		True		True		True	True				True	True			True				True		True		True				True	170	
Casa en Venta en Colonial de la Sierra Valle San Pedro Nuevo Leon	Colonial de la Sierra, San Pedro Garza García	$ 14,900,000	3					6	True	425					No	3	True	True		True	22/11/22		True	True			True				True	True					True		True				True	455	
CASA EN VENTA EN LA JOYA	La Joya, Monterrey	$ 14,750,000	5					3		471						3																												464	
Venta de casa en Jardines de Analucía	Jardines de Andalucía, Guadalupe	$ 3,700,000	3					2		230						3																				2000								230	
Casa en venta en Paseo de las Flores	Paseo de las Flores 1er Sector, Apodaca	$ 1,600,000	2					1		168						4																				2009								90	
Venta Residencia, Zona Valle, Col. Villa Montaña. San Pedro Garza Garcia	Villa Montaña, San Pedro Garza García	$ 59,600,000	6				True	5	True	520					Sí	4	True	True		True	31/01/23			True		True	True					True					True		True				True	1862	
Departamentos en Venta Col. Benito Juárez Monterrey 7930	Benito Juárez, Monterrey	$ 4,660,000	5							180	1					5																													
Casa Venta Castanos del Vergel en Monterrey Carretera Nacional	Del Paseo Residencial, Monterrey	$ 10,650,000	4					3		390					No	3																												251	
Casa en venta en La Joya en Monterrey	La Joya, Monterrey	$ 14,300,000	4					4								4																													
Casa en venta en Contry la Silla en Guadalupe	Country La Silla Sect 1, Guadalupe	$ 6,500,000	3							265						3																				1983								300	
Casa en venta en Cumbres Santoral en García Nuevo León	Centro Villa de Garcia (casco), García	$ 3,689,000	3					3		239						3																												152	
Casa en venta en Contry la Silla en Guadalupe	Country La Silla Sect 1, Guadalupe	$ 8,299,000	4							486						3																				1983								391	
Casa en Pre Venta en Las Esmeraldas en Monterrey	Los Cristales, Monterrey	$ 7,500,000	3					3		292						3																												200	
HERMOSA CASA EN VENTA PARA ESTRENAR EN SANTIAGO N.L	Santiago	$ 5,020,000	3.5	True	True			2		277.13					No	3		True			15/04/23		True					True			True													220.83	
CASA EN VENTA EN LAS LOMAS SECTOR JARDINES	Las Lomas, García	$ 2,250,000	2.5		True			2	True	145					No	3					29/03/23			True				True									True							119	
CASA EN VENTA EN SANTA ENGRACIA	Santa Engracia, San Pedro Garza García	$ 18,800,000	3					2		305						3																												401	
Casa en Venta, cerca barrio antiguo, Zona Centro, Centro, Monterrey,Nuevo León	Monterrey Centro, Monterrey	$ 9,000,000	3		True		True	2	True	391					No	3	True	True	True	True	14/03/23		True	True	True		True	True			True	True	True	True	True		True		True	True	True			470	
QUINTA EN VENTA EN EL BARRIAL SANTIAGO NL	El Barrial, Santiago	$ 25,900,000	8		True			8	True	984						3	True	True		True	22/06/22		True	True		True		True			True	True	True				True		True	True				5240	True
Casa en Venta, Estricta Seguridad, Zona TEC, Contry, Monterrey, Nuevo León	Monterrey	$ 8,500,000	5		True		True	3	True	364					No	5	True	True	True	True	14/04/23	True	True	True	True		True	True	True		True	True	True	True	True		True		True	True	True	True		441	
CASA EN VENTA, UNA PLANTA, LA CIMA, SAN PEDRO GARZA GARCIA, N.L	La Cima, San Pedro Garza García	$ 32,500,000	2					2		350						3																												1150	
Casa en venta en La Joya, Privada Loreto, terminada y equipada...	La Joya, Monterrey	$ 11,960,000	4					3		445						3																												388.85	
Casa en venta en Bosques de Las Cumbres	Bosques de las Cumbres, Monterrey	$ 8,200,000	3					1		498						3																				2017								172	
Casa en venta en Residencial Sierra del Valle	Residencial Sierra Del Valle, San Pedro Garza García	$ 45,000,000	2					5		800						4																				2010								1154	
Casa en venta en Col. Sierra Morena	Sierra Morena, Guadalupe	$ 1,500,000	2					1		130						4																				2005								105	
Casa en venta en Del Norte	Del Norte, Monterrey	$ 3,400,000	4							288						5																				2003								144	
Casa en venta en Loma de la Paz	Lomas de La Paz, Apodaca	$ 1,595,000	1							175						2																				2001								120	
Casa en venta en Cumbres 4. Sector Sección a	Cumbres, Monterrey	$ 5,900,000	2					2		429						3																				1990								240	
Casa en venta en Privadas de Santa Catarina	Privada de Santa Catarina, Santa Catarina	$ 2,260,000	1					2		115						3																				2007								90	
Casa en venta en Col Las Lomas	La Loma, General Escobedo	$ 2,280,000	3					1		200						4																				2002								108	
Casa en Venta en Las Cruces, Apodaca, N.L. - 7967	Las Cruces Club de Golf, Apodaca	$ 9,790,000	4					4		514						4																				2022								320	
Residencia en Venta en Lagos de San Francisco Santiago N.L.	San Francisco, Santiago	$ 7,600,000	4					2		340						3																												332	
Casa en venta en Col. Jardines de La Boca	Jardines de La Boca, Santiago	$ 4,560,000	3					1		300						4																				1993								255	
CASA EN VENTA EN DOS ENCINOS , zona el uro , carretera nacional, zona el uro	El Uro, Monterrey	$ 16,400,000	5		True			3	True	598					No	3	True	True				True	True				True	True			True	True			True					True				393	True
Casa en venta en en Vistas del Río	Juárez, Juárez	$ 550,000	1					1		43						1																				2008								90	
Casa en Venta,Estricta Seguridad, Contry La Escondida,Monterrey,Nuevo León	Country La Escondida, Guadalupe	$ 15,500,000	6.5	True	True		True	3	True	906					No	4	True	True	True	True	19/02/23	True	True	True	True	True	True	True	True		True	True	True	True	True		True		True	True	True	True	True	628	True
Casa en Venta,El Uro,Estricta Seguridad,Nueva,Monterrey,Nuevo León	Monterrey	$ 7,690,000	4.5		True		True	2	True	280					No	3	True	True	True	True	31/01/22	True	True	True	True		True	True	True		True	True	True	True	True		True		True	True	True			251	True
CASA EN VENTA EN FRACC Y CLUB DE GOLF LA HERRADURA ZONA SUR CARRETERA NACIONAL	Club de Golf La Herradura, Monterrey	$ 26,000,000	8		True	True		4	True	715					No	4	True					True	True	True		True	True	True			True	True			True				True	True				457	True
Casa en venta en Fracc. ALTARES- Carretera Nacional -Santiago N.L.	Condado de Asturias, Santiago	$ 5,190,000	3		True		True	2	True	225					No	3	True		True		06/04/23			True			True				True				True				True	True	True			202	True
VENTA HERMOSA CASA 2 NIVELES REMODELADA	La Purísima, Guadalupe	$ 2,587,000	5					1		188						4																												162	
Casa en venta	Lomas Del Roble, San Nicolás de los Garza	$ 5,200,000	4					2		296						5					30/05/22																							360	
Quinta Campestre Juarez ML	Lomas Del Sol, Juárez	$ 1,600,000	1					2		120					No	2					12/04/23													True										400	True
CASA EN CENTA EN ALYA	El Barro, Santiago	$ 5,100,000	4					2		224						3																												150	
VENTA DE CASA EN LA HERRADURA,CARRETERA NACIONAL,MONTERREY NL	Club de Golf La Herradura, Monterrey	$ 25,000,000	5.5		True			4	True	695					No	3	True		True	True	03/10/22		True	True			True					True			True		True		True		True			457	True
Casa en Venta en Carretera Nacional, Monterrey. - 7742	Monterrey Centro, Monterrey	$ 7,490,000	3							280						3																												251	
Casa en venta en Fracc. Aldabas de Cavazzo, Santiago N.L.	Santiago Centro, Santiago	$ 6,950,000	2					2		218						2																												369	
Hermosa casa en Venta colonia Cuauhtémoc	Cuauhtémoc, San Nicolás de los Garza	$ 10,300,000	4	True	True			3		440					No	4	True			True				True			True		True		True	True					True							345	
CASA EN VENTA COL. BRISAS, CALLE PUERTO GALERA	Las Brisas, Monterrey	$ 7,400,000	4	True	True			3	True	300					No	5	True				26/01/23	True		True			True	True			True	True		True			True				True			250	
Casa en Venta Cumbres Elite, privada residencial.	Cumbres Elite, Monterrey	$ 4,490,000	2.5		True			2	True	232					No	3				True			True	True			True				True	True					True		True	True				144	
Casa en venta en Jardines de Andalucía	Jardines de Andalucía, Guadalupe	$ 1,850,000	2					2		119						3																				2004								105	
